id,sentiment
"""8381_8""",1
"""6763_8""",0.98991107
"""8377_1""",0
"""8370_10""",0.890749961
"""4217_9""",0.724953722
"""2124_10""",1
"""2460_1""",0.036317541
"""9114_1""",0
"""5054_1""",0.312786064
"""6961_2""",0.110722644
"""7957_10""",1
"""7328_2""",0
"""7627_10""",1
"""669_7""",0.916772775
"""8855_10""",1
"""6512_7""",0.747723354
"""11759_10""",1
"""160_9""",1
"""654_10""",0.94107747
"""6635_10""",0.764252403
"""6252_10""",0.85160177
"""972_9""",0.97742033
"""4528_3""",0.322489813
"""2223_3""",0.230588196
"""3259_7""",0.676518835
"""3628_8""",0.970266198
"""3043_8""",0.609456407
"""211_4""",0.190122719
"""6530_8""",0.841769146
"""11950_8""",0.486387577
"""11444_10""",1
"""1131_7""",0.770363461
"""5172_9""",0.98895935
"""11499_1""",0
"""2646_10""",0.45228634
"""12246_9""",1
"""7224_3""",0
"""11641_1""",0.237111454
"""7505_9""",0.813922704
"""10693_4""",0.197889298
"""2621_4""",0.456981796
"""8622_1""",0.270091739
"""4386_9""",1
"""11349_4""",0.452285348
"""5474_9""",0.944078223
"""9160_8""",0.921789986
"""3074_1""",0
"""2639_7""",1
"""1113_10""",1
"""1558_1""",0
"""2202_10""",0.845254694
"""11155_2""",0
"""12341_4""",0
"""4697_7""",1
"""2170_4""",0.286869419
"""9184_10""",0.86856144
"""5750_8""",0.911591034
"""12346_10""",1
"""5467_2""",0
"""2965_2""",0.284501484
"""996_9""",0.804034569
"""4124_8""",0.841877334
"""4626_4""",0.187273945
"""9384_4""",0.371715223
"""4485_10""",0.858823182
"""8773_8""",1
"""7213_3""",0.056063617
"""1134_2""",0
"""4254_2""",0.095180122
"""3418_10""",0.917198173
"""11920_3""",0.325488344
"""2158_10""",0.983056041
"""4035_10""",1
"""7563_1""",0
"""6676_9""",0.835728986
"""782_9""",1
"""10580_4""",0.043739887
"""8549_8""",0.702685277
"""1682_7""",0.873596266
"""7948_4""",0.173450714
"""5447_4""",0.228258301
"""4241_2""",0.068631602
"""6601_4""",0.579577393
"""9443_4""",0.101860971
"""11100_4""",0
"""5583_8""",0.808103168
"""7586_10""",1
"""1210_1""",0.095215448
"""160_2""",0.161632033
"""1441_2""",0.098298757
"""3521_9""",0.877672535
"""2487_10""",0.940329772
"""536_10""",1
"""1751_2""",0.167039935
"""11067_7""",0.648854576
"""6618_8""",1
"""11725_10""",0.876223525
"""4408_8""",0.932671829
"""5738_4""",0
"""2207_9""",0.720339536
"""8583_9""",0.905716271
"""11445_3""",0.393744515
"""11985_10""",0.826064807
"""2540_2""",0.443373356
"""8109_2""",0.296422961
"""120_8""",0.722673116
"""3223_3""",0.518339246
"""4815_2""",0
"""12200_4""",0.164470347
"""10323_10""",0.859245395
"""1713_8""",0.789151312
"""2832_8""",1
"""3166_3""",0
"""8359_8""",0.952066087
"""1685_1""",0
"""1075_1""",0.220867749
"""3677_3""",0.626201737
"""1938_9""",0.778711586
"""5546_4""",0.399656596
"""7220_7""",0.942126992
"""9406_2""",0.083395716
"""6255_8""",0.808286331
"""9145_1""",0
"""8163_3""",0
"""7349_1""",0
"""10129_7""",0.960362195
"""6322_7""",0.840329284
"""1172_3""",0
"""4754_10""",0.718031207
"""9936_4""",0.190088213
"""1934_9""",1
"""10854_10""",1
"""9626_8""",0.756997486
"""8465_8""",0.776578174
"""376_10""",1
"""9285_10""",0.76170443
"""12467_1""",0.194776525
"""7273_4""",0.340919829
"""3752_3""",0.208329849
"""979_8""",1
"""4153_10""",1
"""5499_1""",0.266569887
"""7304_8""",0.655698777
"""8275_1""",0.186690758
"""1195_8""",1
"""2414_3""",0
"""4940_1""",0.099046087
"""1318_2""",0.095888954
"""10595_10""",0.900767519
"""11064_7""",0.940573675
"""9621_8""",0.906936025
"""3025_7""",0.929828998
"""10871_4""",0.072140889
"""7057_1""",0.055756855
"""11609_10""",1
"""4765_2""",0
"""2348_3""",0.425245074
"""10275_3""",0.214593639
"""9110_8""",0.773207499
"""5140_4""",0.263202721
"""3400_1""",0.052849501
"""7296_10""",0.671297225
"""9260_7""",0.792279129
"""8630_9""",1
"""5108_10""",0.800684414
"""8675_8""",0.862118259
"""6677_9""",0.855601953
"""11162_4""",0.191114116
"""11928_8""",1
"""9760_4""",0.311203339
"""10071_9""",0.924881805
"""9998_4""",0.13079185
"""4112_1""",0.004442482
"""1659_7""",0.692072136
"""10423_9""",1
"""10819_3""",0.15783559
"""2519_10""",1
"""2091_3""",0.515579916
"""10968_1""",0
"""7538_7""",0.47843409
"""1526_9""",1
"""3133_1""",0.208005808
"""4415_10""",0.820737348
"""2278_10""",1
"""8284_8""",0.794767112
"""9672_3""",0.465434318
"""5940_7""",0.914778773
"""5421_4""",0.271528219
"""12276_7""",0.446704866
"""1006_8""",0.948824774
"""6411_1""",0
"""884_4""",0.29667369
"""12303_9""",0.682663691
"""3590_8""",0.656736793
"""11263_10""",1
"""10057_9""",0.7454521
"""656_10""",0.856162111
"""10136_7""",0.683496554
"""10696_3""",0.364750217
"""8091_9""",0.695854027
"""951_2""",0.10933747
"""12002_10""",0.788598187
"""11824_1""",0
"""10990_7""",0.86279555
"""304_4""",0.271756283
"""3916_3""",0.225854787
"""10012_1""",0
"""1642_10""",1
"""10839_2""",0.214304166
"""9144_7""",1
"""3659_3""",0.028518054
"""10404_9""",0.768486239
"""4246_4""",0.253665929
"""2265_7""",0.778523743
"""6832_10""",0.955432036
"""4889_10""",1
"""3976_1""",0
"""10269_7""",0.830404003
"""10501_10""",1
"""7727_3""",0.053861519
"""6559_1""",0.121599982
"""11182_3""",0
"""5418_10""",0.888739223
"""945_2""",0
"""270_10""",0.618725143
"""5204_8""",0.698067422
"""2826_10""",1
"""10548_3""",0
"""5684_1""",0
"""572_9""",0.794229356
"""6837_10""",1
"""7494_10""",0.773780692
"""4489_9""",0.809177224
"""6791_10""",0.927165993
"""6066_10""",0.935499526
"""9256_10""",0.863997471
"""3571_1""",0.097787696
"""2868_7""",0.65642396
"""4881_9""",1
"""10017_4""",0.260616775
"""5855_9""",0.966150896
"""2712_2""",0.12819489
"""6003_2""",0.168758871
"""11072_8""",0.96644185
"""11259_10""",0.63900357
"""3606_9""",1
"""3046_10""",0.37480572
"""4891_1""",0.261033034
"""7217_1""",0.089246224
"""10648_4""",0.301233961
"""1767_1""",0
"""10152_9""",0.960962855
"""139_4""",0.40261928
"""10532_4""",0.257164357
"""3281_10""",1
"""6406_4""",0.205810872
"""395_1""",0.340109612
"""6931_3""",0.138290199
"""11307_1""",0.135439433
"""7652_3""",0.221716395
"""9517_10""",1
"""4848_4""",0
"""406_8""",0.940868954
"""9416_10""",0.797953291
"""5566_2""",0.141863821
"""9236_1""",0
"""5615_8""",0.746160334
"""10608_2""",0.410899089
"""1616_4""",0.252480816
"""5211_4""",0.072986154
"""8191_8""",0.826341945
"""7685_10""",0.801067017
"""10658_4""",0
"""149_1""",0.125482249
"""11358_9""",0.736202801
"""7108_3""",0.179851774
"""9833_8""",0.593518355
"""3489_2""",0.035228235
"""10084_10""",1
"""5687_1""",0.001309896
"""10889_10""",0.911346986
"""9502_3""",0.311743452
"""4714_10""",1
"""236_9""",0.804043969
"""7972_1""",0
"""10682_1""",0.105527214
"""10258_10""",0.770894683
"""5570_10""",0.712580695
"""1194_1""",0
"""5956_3""",0.200973027
"""6673_2""",0
"""10169_2""",0.20723354
"""7031_10""",0.879205094
"""3272_8""",0.720109573
"""3039_1""",0.155985143
"""1851_10""",0.934430284
"""8254_1""",0
"""8583_4""",0.208415316
"""9258_10""",0.732619573
"""1462_1""",0.016568039
"""10754_4""",0.023651604
"""7743_8""",0.857577651
"""10968_7""",0.865117255
"""9563_9""",0.639052651
"""11789_1""",0.035179385
"""7927_10""",0.467819936
"""7698_1""",0
"""7045_1""",0
"""2120_8""",0.96294104
"""6138_1""",0.303616407
"""7190_4""",0
"""6310_10""",0.955635155
"""8802_7""",0.568953744
"""9955_9""",0.968973526
"""5739_10""",0.895172583
"""7865_8""",1
"""6207_1""",0.0763162
"""9826_1""",0.215693044
"""9677_3""",0
"""2987_2""",0.082504382
"""3221_3""",0.295103549
"""6051_9""",0.811691181
"""5627_4""",0.253466913
"""8553_7""",1
"""3326_4""",0.277827544
"""8615_2""",0
"""8769_4""",0
"""6518_4""",0.09499515
"""1844_8""",0.913086056
"""6126_10""",0.742056284
"""6521_4""",0.165693648
"""10441_1""",0.142660235
"""1969_10""",0.676884152
"""3705_3""",0.058875444
"""3989_1""",0.110880837
"""4612_1""",0.53299101
"""2457_8""",1
"""3473_1""",0.056673786
"""11068_9""",1
"""4513_1""",0
"""2083_1""",0
"""8005_9""",0.822845252
"""11942_1""",0
"""843_10""",1
"""8882_4""",0.053511352
"""12487_10""",0.764991925
"""11129_10""",0.734168255
"""9193_10""",0.91072534
"""5460_4""",0.168243885
"""6283_2""",0
"""11668_3""",0.052436799
"""6467_3""",0
"""4347_1""",0.058259658
"""4963_10""",0.986515854
"""8532_4""",0.188501666
"""7835_4""",0.209832559
"""3971_1""",0
"""10379_2""",0
"""5355_8""",0.725750455
"""1629_1""",0.408239905
"""8051_2""",0
"""10982_10""",0.826864092
"""1891_3""",0.422779568
"""1613_10""",0.878378135
"""7699_10""",0.727460287
"""9987_9""",1
"""1004_7""",0.974144646
"""8833_9""",0.813800817
"""9213_3""",0.218829571
"""7600_1""",0
"""1348_3""",0
"""11968_10""",1
"""8328_1""",0.145935848
"""9743_8""",0.907235316
"""3073_8""",1
"""8617_1""",0.096352304
"""1970_4""",0
"""9520_4""",0.089281629
"""11849_4""",0.283781233
"""10657_3""",0.242836034
"""8550_3""",0.125902824
"""975_4""",0.461616277
"""9183_10""",0.973198487
"""8127_2""",0.122461069
"""6009_10""",0.648163511
"""6812_7""",0.665956264
"""5129_1""",0.13338971
"""11886_10""",0.988953605
"""2825_3""",0.044230071
"""3649_4""",0.410248301
"""9600_8""",0.816816252
"""170_10""",0.949724972
"""3041_1""",0.073892069
"""1865_8""",1
"""1074_10""",0.941870979
"""5151_8""",0.698415127
"""10437_7""",0.960652118
"""10973_4""",0.174298748
"""3142_8""",0.929353782
"""8362_1""",0
"""3559_10""",0.910442788
"""1878_10""",0.808832699
"""6618_2""",0.056609131
"""4738_7""",0.805955616
"""6524_8""",1
"""10062_1""",0
"""15_7""",0.755045399
"""1924_10""",0.980709666
"""2471_2""",0.183714801
"""12008_8""",0.943423798
"""6097_1""",0
"""11899_2""",0.2293856
"""4709_2""",0.047525781
"""6541_4""",0.16650311
"""2642_10""",0.977935606
"""10603_10""",0.677708074
"""10944_1""",0
"""2191_10""",1
"""5915_7""",0.936033267
"""469_2""",0.172331337
"""12157_9""",0.999933662
"""3651_4""",0.077331151
"""6154_10""",0.867038986
"""10881_7""",0.789185493
"""457_10""",1
"""8226_1""",0
"""38_2""",0.218969963
"""9892_1""",0.037212352
"""1863_1""",0.088340527
"""12033_3""",0.141125662
"""8568_4""",0.107200653
"""5717_4""",0
"""5965_3""",0.360043815
"""4614_4""",0.116261527
"""2717_10""",1
"""8404_10""",0.738048001
"""6995_7""",0.814317494
"""2039_9""",0.882184458
"""7116_9""",0.724715013
"""5247_4""",0.479724452
"""11652_4""",0
"""1013_9""",0.898642256
"""7351_10""",1
"""882_8""",0.846330236
"""4421_4""",0.233637837
"""4003_2""",0.094306647
"""10461_9""",0.932876844
"""11886_1""",0
"""1990_2""",0
"""3310_8""",1
"""2629_9""",0.560566574
"""11560_4""",0.374328778
"""6890_4""",0.326165099
"""9313_1""",0
"""7881_2""",0.109191827
"""535_10""",1
"""272_2""",0.250292945
"""1082_10""",0.886152472
"""8668_9""",1
"""12193_10""",1
"""7975_3""",0.172348713
"""12039_10""",0.84953883
"""6686_9""",0.866465037
"""9454_1""",0.162225069
"""6491_10""",1
"""4479_1""",0
"""3233_1""",0
"""11056_4""",0.314766557
"""2425_7""",0.740708549
"""11784_10""",0.870972618
"""3385_1""",0.076050882
"""6253_2""",0.601203992
"""5119_3""",0.160367794
"""4394_9""",0.662114401
"""965_10""",1
"""10152_1""",0.227651112
"""9340_8""",0.972152168
"""5576_9""",0.873063403
"""12095_3""",0.174818983
"""6723_2""",0
"""9195_1""",0.05004038
"""3614_7""",0.6517544
"""4560_4""",0.025078875
"""6739_7""",0.482154615
"""8501_8""",0.940301633
"""7447_8""",0.675412005
"""7631_10""",0.979893946
"""11822_10""",1
"""2696_8""",1
"""6363_8""",0.797405425
"""10425_3""",0.271326452
"""11104_10""",0.848706391
"""473_1""",0
"""5060_8""",1
"""11283_1""",0
"""235_10""",1
"""5533_7""",0.854739025
"""2073_7""",0.637680819
"""10115_1""",0.039325991
"""1665_7""",0.626167269
"""3255_2""",0.420687338
"""1676_4""",0.439590219
"""10680_1""",0
"""6132_10""",0.827939194
"""3836_2""",0.043295258
"""7019_7""",1
"""12221_8""",0.61496939
"""3570_10""",0.922246009
"""2357_3""",0
"""8684_1""",0.03414436
"""7404_9""",0.839505537
"""8785_1""",0.143001434
"""12224_9""",0.817770147
"""5007_10""",0.74008296
"""8968_8""",1
"""2042_1""",0
"""9058_7""",0.641421208
"""11619_1""",0.303844795
"""9072_1""",0.139194973
"""10354_9""",1
"""5892_8""",0.954632311
"""6975_8""",0.988804795
"""8717_9""",0.816609457
"""10288_10""",0.840652837
"""10921_3""",0
"""7497_10""",0.953872449
"""1147_4""",0.206011493
"""218_9""",1
"""6471_2""",0.055182545
"""5217_4""",0
"""1420_8""",0.934233707
"""2190_2""",0.131814452
"""7834_8""",0.965450343
"""4567_10""",1
"""5174_2""",0
"""5148_2""",0.092427215
"""10494_10""",1
"""10210_3""",0.17547919
"""9101_1""",0
"""3797_9""",1
"""2052_1""",0
"""8306_1""",0.194317
"""3722_1""",0.258493577
"""6054_2""",0
"""10377_9""",1
"""9580_7""",0.50560343
"""8151_10""",0.830568282
"""1841_7""",0.907330567
"""11887_8""",1
"""4390_2""",0.151814792
"""2927_1""",0
"""5319_8""",0.768914855
"""1925_1""",0.04088439
"""4377_3""",0
"""6446_2""",0.180326679
"""9347_3""",0
"""5678_10""",0.864979133
"""7235_2""",0.18849832
"""3959_1""",0
"""4927_8""",0.691741314
"""3296_10""",0.730092476
"""1248_8""",0.748917576
"""5550_4""",0.127229656
"""1766_1""",0
"""1609_3""",0.456539576
"""8816_7""",0.831879238
"""10754_10""",0.956545511
"""1360_4""",0.055967695
"""9106_1""",0.04043458
"""9225_10""",0.683358727
"""728_10""",1
"""7944_9""",1
"""6063_4""",0.063362604
"""2250_8""",0.885913258
"""350_9""",0.800373546
"""436_1""",0.377530353
"""9786_2""",0
"""4056_7""",0.900642951
"""1165_3""",0.009629077
"""7812_1""",0.127916501
"""2890_7""",1
"""12099_4""",0.165045294
"""2329_3""",0.323154225
"""11813_1""",0.329881042
"""3393_1""",0.115946707
"""415_3""",0
"""12379_8""",1
"""11135_2""",0
"""309_9""",0.779398063
"""9701_10""",1
"""11302_8""",1
"""118_8""",0.945575436
"""2415_1""",0.100512755
"""11023_4""",0.354385939
"""4835_10""",0.83320566
"""2508_10""",0.853588724
"""3814_7""",0.823159692
"""1145_8""",0.975879398
"""10502_4""",0
"""10030_1""",0.076170738
"""12335_9""",0.496398651
"""3182_1""",0.238579708
"""7933_4""",0
"""8030_3""",0.114882761
"""10824_10""",0.968480662
"""255_3""",0.176609278
"""10193_1""",0.164236535
"""12448_4""",0.106481906
"""8460_7""",0.840337062
"""6088_10""",0.539338216
"""4300_1""",0.07771121
"""8099_7""",0.792241768
"""9012_7""",0.752800694
"""5881_7""",0.632327459
"""5380_1""",0
"""4130_1""",0
"""1306_3""",0.028932917
"""1498_2""",0
"""10888_1""",0
"""3780_8""",1
"""2205_2""",0
"""11426_10""",0.873117102
"""1882_1""",0
"""12235_7""",0.476957953
"""881_8""",0.920364618
"""519_10""",1
"""372_1""",0.17430557
"""4718_1""",0.260298717
"""595_9""",0.877302725
"""6709_10""",1
"""9968_9""",0.781535315
"""4801_4""",0.151024779
"""7885_9""",1
"""459_10""",1
"""11653_1""",0.161371466
"""6058_1""",0.130781996
"""7902_10""",0.83426981
"""5463_9""",0.903486443
"""9169_1""",0
"""11519_9""",1
"""1379_8""",0.855024518
"""8175_3""",0.031521672
"""6526_2""",0.108875461
"""11845_10""",0.862211463
"""4312_10""",1
"""30_1""",0.188926781
"""8213_4""",0.431257097
"""9342_3""",0.463341116
"""10046_1""",0
"""6119_1""",0.052247261
"""4074_10""",1
"""5549_8""",0.739098446
"""671_7""",0.728082164
"""5569_4""",0.123270036
"""7749_8""",1
"""1617_8""",1
"""10533_4""",0.311962385
"""10581_1""",0.114667145
"""5527_8""",1
"""10848_1""",0
"""12074_1""",0
"""131_10""",0.947246441
"""9123_1""",0
"""3100_10""",0.984138932
"""8500_1""",0.479690016
"""4994_4""",0.118603547
"""11360_2""",0
"""10794_10""",0.997782944
"""8742_10""",0.883720954
"""3544_1""",0.326662811
"""74_3""",0.394978535
"""4839_10""",1
"""6099_4""",0.280898557
"""2283_9""",0.836520003
"""6009_2""",0.260307358
"""6902_7""",0.937912727
"""4491_1""",0.25082821
"""5829_3""",0
"""3566_9""",1
"""194_8""",0.71979059
"""10481_8""",0.796051593
"""8477_10""",1
"""10613_8""",0.742098706
"""5713_10""",1
"""2598_10""",0.669296211
"""213_9""",0.912585944
"""6231_4""",0.202818274
"""4573_1""",0.030083073
"""5831_1""",0.192247596
"""4868_4""",0.088870762
"""7807_10""",0.769963808
"""5878_10""",1
"""2945_1""",0.080536474
"""9922_4""",0.37843
"""5561_8""",0.680304193
"""5920_3""",0.460180722
"""948_3""",0.21580941
"""12243_2""",0.324776952
"""9087_7""",0.832546156
"""300_4""",0.716941861
"""2184_7""",0.687752121
"""11631_7""",1
"""1347_10""",0.618250683
"""10610_8""",0.955526681
"""6086_4""",0.262632059
"""394_3""",0.510292131
"""6121_2""",0.03109413
"""350_2""",0.345698528
"""2781_8""",1
"""10158_4""",0.378439255
"""10867_1""",0
"""10409_10""",1
"""326_1""",0.050310549
"""5673_1""",0
"""9363_2""",0.006732255
"""7288_7""",0.624769556
"""4066_3""",0.056294064
"""10702_10""",0.859003204
"""2287_8""",1
"""2087_4""",0
"""4518_9""",1
"""6197_10""",0.949577935
"""5812_4""",0.27746793
"""1919_3""",0.125344259
"""5415_1""",0.388703185
"""4641_1""",0
"""8716_10""",1
"""9566_7""",0.788094474
"""1044_8""",0.859628202
"""808_9""",0.732031884
"""5804_10""",0.869548222
"""3187_7""",0.755918583
"""7411_10""",1
"""7191_9""",0.752045886
"""3289_10""",1
"""9167_4""",0.215445869
"""6827_10""",0.80674329
"""12173_1""",0
"""7080_4""",0
"""6916_8""",0.879006647
"""2043_7""",0.701362444
"""7646_8""",0.877806038
"""11571_1""",0.407270855
"""8197_3""",0.09291149
"""12210_9""",0.800762547
"""5038_10""",1
"""1199_3""",0.072110039
"""4092_10""",1
"""4128_1""",0
"""10240_1""",0.184591055
"""9046_8""",0.969937292
"""7625_1""",0.152165541
"""10966_9""",0.809265768
"""3405_9""",0.830764408
"""9221_7""",0.574880879
"""4570_1""",0.179733
"""1080_2""",0.055117592
"""7149_10""",0.901807238
"""5046_10""",0.739198137
"""1060_10""",0.879668678
"""2662_10""",1
"""7310_9""",1
"""7295_2""",0
"""11642_10""",1
"""5694_4""",0.286943485
"""6445_1""",0.354669934
"""1107_10""",0.827554041
"""9603_4""",0.19473822
"""12304_3""",0.104837298
"""2824_2""",0.135112632
"""7466_1""",0.109521467
"""12278_10""",1
"""6748_8""",0.887935301
"""2716_4""",0.108540283
"""12391_4""",0.402827478
"""7701_10""",0.808885561
"""1388_2""",0.045683257
"""11733_1""",0.050977997
"""1145_1""",0.200543665
"""11172_10""",0.980492389
"""11596_3""",0
"""2390_7""",0.413766161
"""4535_1""",0
"""2576_3""",0
"""8826_9""",0.663311886
"""4269_10""",0.753556666
"""11465_1""",0
"""4328_10""",0.996755744
"""8671_3""",0.073505218
"""11932_7""",1
"""1408_7""",0.847637233
"""10067_3""",0.227964289
"""8356_10""",0.757917524
"""2892_10""",1
"""5404_10""",0.753933651
"""2806_2""",0
"""9907_7""",0.836228019
"""1054_8""",0.700170889
"""12203_2""",0.08436722
"""11503_10""",0.959671626
"""7769_3""",0.072753336
"""10530_4""",0.104689267
"""5790_1""",0.219556762
"""5322_4""",0.281862418
"""10170_8""",0.755717012
"""11770_10""",0.865496704
"""2752_1""",0
"""4577_10""",0.667188153
"""2599_4""",0.304805448
"""10558_4""",0.02988807
"""10881_2""",0.341163641
"""1574_1""",0.036158717
"""5095_7""",0.912767871
"""3557_4""",0.075824016
"""8062_2""",0
"""11600_3""",0.275465531
"""6713_2""",0.109768162
"""3107_3""",0.06604849
"""12375_4""",0.264421161
"""10157_4""",0.269974419
"""11539_1""",0.015127576
"""2786_7""",0.985381806
"""11523_7""",0.906123217
"""4074_2""",0
"""2802_1""",0.130625136
"""2054_4""",0.185063163
"""7423_4""",0.070525616
"""10359_1""",0.309895979
"""493_4""",0.13544469
"""7336_10""",1
"""8165_8""",0.84440271
"""5340_3""",0.115475724
"""10060_9""",0.770287371
"""6570_3""",0.302111967
"""5905_9""",0.770502682
"""5757_1""",0
"""10887_7""",0.389354276
"""10221_8""",0.802196313
"""6861_8""",1
"""5006_1""",0
"""3539_9""",0.904847557
"""7919_4""",0.318558242
"""10398_8""",0.787677116
"""768_4""",0.234881169
"""9753_10""",0.872430347
"""1856_4""",0.368826038
"""67_2""",0.216031721
"""4247_10""",1
"""4315_9""",1
"""7212_2""",0.004463479
"""4741_7""",0.568126102
"""3328_3""",0
"""2850_2""",0.317146761
"""6315_10""",0.672876059
"""6578_7""",0.889747958
"""11509_8""",1
"""6779_8""",0.793130727
"""1426_1""",0.252175937
"""3023_1""",0
"""11767_4""",0.213309427
"""4025_1""",0.083667892
"""5884_10""",0.727104474
"""6483_10""",1
"""9601_10""",1
"""232_1""",0
"""9133_9""",1
"""10039_1""",0.224058747
"""2121_1""",0.096765221
"""9603_10""",0.820448165
"""8168_4""",0.450262434
"""5565_3""",0
"""10874_10""",1
"""7561_9""",0.956235644
"""1466_10""",0.851322497
"""7781_2""",0.217829009
"""5591_8""",0.945617919
"""4868_8""",0.737794688
"""9357_7""",0.982907626
"""481_10""",0.823176849
"""4727_4""",0.233642393
"""3812_9""",0.762266914
"""6711_2""",0.441581287
"""10472_7""",0.572553116
"""1360_10""",1
"""9987_1""",0
"""2273_9""",0.981144315
"""11218_1""",0
"""1092_10""",1
"""6259_3""",0.055792484
"""4508_2""",0.46353846
"""9647_10""",0.988939482
"""6101_8""",0.708646314
"""8673_7""",0.707829003
"""11552_4""",0
"""6903_9""",1
"""9641_1""",0.046686144
"""927_10""",0.793148993
"""1032_1""",0
"""6175_8""",0.686670118
"""5795_10""",1
"""3094_10""",1
"""3124_9""",0.961105481
"""9202_1""",0.023695467
"""5696_4""",0.238524516
"""5199_1""",0.045200496
"""9662_10""",0.9459154
"""6737_7""",0.792160305
"""5216_4""",0
"""8494_8""",0.914252374
"""5888_4""",0.440929756
"""10652_2""",0.15016527
"""11789_10""",0.803636095
"""10134_1""",0
"""4229_10""",0.747759025
"""8042_3""",0
"""11216_7""",0.735375175
"""6500_10""",0.797787916
"""2125_10""",0.987453412
"""12181_8""",0.872233922
"""8503_8""",0.62858486
"""4590_10""",0.98031969
"""11780_8""",0.957336164
"""5550_7""",1
"""11385_2""",0
"""499_8""",0.572210689
"""912_8""",0.974000237
"""6298_9""",0.774045856
"""4755_4""",0
"""7872_10""",0.622725958
"""1881_7""",0.834056318
"""7718_10""",0.801832208
"""5192_7""",0.87401274
"""7969_1""",0
"""7334_7""",0.887499141
"""7488_7""",0.820260748
"""7174_1""",0.161575929
"""377_7""",1
"""8797_8""",0.859297261
"""8700_3""",0
"""4718_7""",0.990461379
"""652_10""",0.808358047
"""66_4""",0.539306605
"""10555_8""",0.886980954
"""2012_2""",0.647370765
"""6616_1""",0.095136863
"""12255_10""",0.918344289
"""7197_7""",0.868878659
"""9392_4""",0.266857174
"""12423_2""",0.012362629
"""26_9""",0.977757538
"""2316_3""",0.430434514
"""4414_3""",0.224903142
"""4433_7""",0.91245935
"""3766_10""",0.767181154
"""5161_1""",0.093700155
"""6211_8""",0.689843796
"""4374_4""",0.241330701
"""6863_7""",0.832131479
"""904_10""",0.918887455
"""10989_9""",1
"""1500_9""",0.897664601
"""7145_9""",0.969477728
"""9409_4""",0.237897726
"""12459_1""",0.003076038
"""8240_9""",1
"""1769_8""",0.979328301
"""5737_4""",0.150222394
"""5787_9""",0.801249433
"""22_8""",0.617545239
"""8546_3""",0.029097356
"""6323_1""",0.220645805
"""12324_3""",0.160415467
"""11473_10""",1
"""4289_3""",0.315030716
"""2368_8""",0.699611463
"""6896_1""",0
"""11281_8""",0.967183856
"""7594_2""",0
"""9201_8""",0.855473767
"""8002_7""",0.672715856
"""11018_1""",0.135410163
"""10003_8""",0.880826823
"""8664_8""",1
"""7988_10""",0.763761135
"""3037_1""",0
"""186_8""",0.776141981
"""10448_10""",0.697167997
"""4291_4""",0.169554807
"""11025_1""",0.063215653
"""10654_7""",1
"""5970_3""",0.225042277
"""6000_1""",0.121521948
"""6858_7""",0.734265967
"""9798_7""",0.845934696
"""7046_7""",0.813178503
"""4216_3""",0.080106434
"""6792_10""",0.836183598
"""9955_1""",0
"""1963_8""",0.904100253
"""9275_9""",1
"""7625_10""",0.610491134
"""9777_1""",0
"""10793_4""",0.397669263
"""8152_10""",0.783126259
"""8962_2""",0.213995299
"""9487_8""",0.962908571
"""7388_10""",0.861769221
"""10432_2""",0.006949207
"""10485_8""",0.969041716
"""1755_10""",0.80085801
"""8852_3""",0
